responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	Have you published a manuscript in the past 3 years?				How familiar are you with the term reproducibility when referring to publishing scientific content.	Could you please briefly tell us what reproducibility means to you.	"Is a 'crisis of reproducibility' something you have heard of before, as an issue in science?"							Which of the following statement regarding a 'crisis or reproducibility' within the science community do you agree with?	To what extent do you feel that the crisis in reproducibility is suitably flagged?	"In your opinion, what proportion of published results in your field are reproducible? i.e. the results of a given study could be replicated exactly or reproduced in multiple similar experimental systems with variations of experimental settings such as materials and experimental model)"	"Please complete the following sentence: ""In my opinion, the level of reproducibility in my field is…"	To what extent do you agree or disagree with the following statements?		Please use the box below to tell us more about your answer:	How often do you do any of the following?			Have you encountered efforts or directives from funding agencies designed to improve reproducibility of the work you do?	To what extent do you agree/disagree with the following statements?			Please use the box below to tell us more about existing efforts that you've encountered and why you think they do or do not help:	Have you encountered efforts from journal publishers designed to enhance or ensure the reproducibility of your work (e.g. using checklists to ensure standards for describing research methods)?	To what extent do you agree/disagree with the following statements?			Please use the box below to tell us more about existing efforts that you've encountered and why you think they do or do not help:	Have you and/or your lab group established any procedures to ensure reproducibility in your work?	Use the box below to tell us about the steps that have been taken to ensure reproducibility in your work?	When did you and/or your lab group establish these procedures?	Do you think the quality of your research changed after these changes were introduced?	"What kind of an impact, overall, have the changes you made to ensure reproducibility had on your lab?"	Please tell us about any other positive or negative impacts these changes have had on your lab:	Do you think that you and/or your lab should implement any further changes?	Please use the box below to tell us about what further changes you think should be implemented: 	Have you identified any barriers to implementing changes that would improve reproducibility of research in your lab? 	Please tell us about the barriers that you have identified:	To what extent do you agree or disagree with the following statements:		Please use the scale below to indicate how much each of the following factors contributes to a failure to reproduce results:														Please tell us about any other important factors you feel we may have missed that contribute to irreproducible results:	Please use the scale below to indicate how likely you think the following factors would be to improve the reproducibility of research.											"Please tell us about any other important factors you feel we may have missed, and you think would improve reproducibility of research:"	"Which, if any, of the following have you done?"						Has anyone ever told you that they could not reproduce results from one of your own experiments?	What did you do?	How many members are in your lab?	What is your age?	Which of the following job titles best applies to you?	Other job title	Which of the following best describes your area of interest?	Other area of interest	What is your specialty within astronomy?	Other specialty within astronomy?	What is your specialty within biology?	Other specialty within biology	What is your specialty within chemistry?	Other specialty within chemistry	What is your specialty within earth and environmental science?	Other specialty within earth and environmental science?	What is your specialty within engineering?	Other specialty within engineering?	What is your specialty within material science?	Other specialty within material science?	What is your specialty within medicine?	Other specialty within medicine?	What is your specialty within physics?	Other specialty within physics?	In which continent do you live?	Which country in Asia (including Middle East)?	Which country in Australasia?	Which country in Africa?	Which country in Europe?	Which country in North America (including Central America and the Caribbean)?	Which country in South America?			
6807	6807	22/10/2015	22/10/2015	complete	Yes	0	1	0	0	Very familiar	The ability for an average researcher in the field to understand an experiment and its results well enough to have a decent chance of reproducing the experiment.	0	1	0	0	0		0	There is a significant crisis of reproducibility	Not enough	50%	"...worse than for other scientific fields on average."""	Strongly agree	Strongly agree		Weekly	Weekly	Daily	Yes	Agree	Agree	Strongly agree		No					Yes	- documenting protocols - user source control systems - including parameters and version numbers	Within the last 2 years	"Yes, the quality of my research has improved"	These changes have not affected my lab		Yes	- be required to provide some type of access to proprietary databases - be required to release all primary data after a fixed period; apply penalties if not done	Yes	"Many researchers I know are actively trying to avoid reproducibility requirements because they view them as professional treats. Others are passively avoiding (i.e., doing the least possible to meet requirements)."	Agree	Disagree	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	"I think the biggest single impediment is that there is no standard as to what constitute a properly documented experimental protocol, and that journals typically do not insist on such (sometimes even ignoring their own guidelines, e.g., requiring that key reagents be properly identified)."	Very likely	Very likely	Not very likely	Likely	Very likely	Very likely	Not very likely	Not very likely	Very likely	Not very likely	Likely		No	No	Yes	No	Yes	No	No		6-10 members	45 - 54	Senior Scientist		Biology				Immunology														North America (including Central America and the Caribbean)					United States				
6815	6815	22/10/2015	22/10/2015	complete	Yes	0	0	1	0	Very familiar		0	0	1	1	0		0	There is a significant crisis of reproducibility	I am unsure	70%	"...better than for other scientific fields on average."""	Agree	Strongly agree		Quarterly	Quarterly	Monthly	No					Yes	Agree	Agree	Agree		Yes		The procedures have been in place since I started working in my lab	I don't know	These changes have had a positive impact on my lab		I am unsure		I don't know		Neither agree nor disagree	Disagree	Always contributes	Very often contributes	Sometimes contributes	Always contributes	Always contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Very often contributes	Rarely contributes		Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely		No	No	No	No	No	No	No		6-10 members	35 - 44	PhD Student		Other	Neuroscience																	North America (including Central America and the Caribbean)					United States				
6816	6816	22/10/2015	22/10/2015	complete	Yes	0	0	1	0	Fairly familiar		1	1	0	0	0		0	There is a slight crisis of reproducibility	Not enough	40%	"...worse than for other scientific fields on average."""	Agree	Agree		Weekly	Quarterly	Weekly	Not applicable					Not applicable					No								Yes		Neither agree nor disagree	Neither agree nor disagree	Always contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Very often contributes	Sometimes contributes		Likely	Very likely	Likely	Likely	Likely	Likely	Likely	Very likely	Likely	Likely	Likely		I can't remember	I can't remember	No	No	No	No	No		6-10 members	18 - 24	PhD Student		Biology				Neuroscience														North America (including Central America and the Caribbean)					Canada				
6817	6817	22/10/2015	22/10/2015	complete	Yes	1	1	0	0	Very familiar	"Generally, it refers to the replication of scientific findings. More specifically, it has to do with attempts to either replicate already published findings or to put a system in place such that: (a) replications are easier to conduct (e.g., all methods/materials clear and available); (b) raw data are placed in a repository for others to analyze; (c) studies are pre-registered prior to any experiments being conducted."	1	1	1	1	0		0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Strongly agree	Strongly agree	"This is a systemic problem having in all of the sciences.  It has to do with factors at a macro-level such as the reinforcement process of the journal publishing system (e.g., desire for unique results), to the tenure and promotion process (e.g., only study your own approach and don't get credit for reproducing others work), lack of clear methods written up in published studies, and the shoddiness of methods applied (e.g., inappropriate statistical analyses), to fishing (e.g., p-hacking). "	Monthly	Monthly	Monthly	Yes	Agree	Strongly agree	Strongly agree	Funding agencies can make open methods and/or data a requirement and can support this by working with publishers and universities to create a system that is standardized to make it easier.	No					Yes	Clear documentation of materials developed and how developed. Clear documentation of methods/scripts used. Clear record of data management. Clear narrative of statistical analyses used. 	Within the last 2 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	Helps students think more clearly about research process and to recognize importance of this issue to the scientific process writ large.	I am unsure		No		Disagree	Neither agree nor disagree	Rarely contributes	I don't know	Sometimes contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	I don't know	I don't know	Sometimes contributes	I don't know	Sometimes contributes	I don't know		Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Likely		Yes	Yes	Yes	No	No	No	Yes	I actually knew about the replication attempt ahead of time. The researcher had contacted me before they did the study so that they could have the experimental materials. So I had sent them the materials I used. I was then later asked to be one of the reviewers by the journal editor.  I signed my name to the review given that it was a review of one of my papers.  I did not reject the manuscript and asked that the authors note 'why' it may not have replicated (they used a different sample population) and that they note that where the findings had been replicated elsewhere.	6-10 members	45 - 54	Professor		Other	Social Sciences																	North America (including Central America and the Caribbean)					United States				
6819	6819	22/10/2015	22/10/2015	complete	Yes	0	0	0	1	Very familiar		1	0	0	1	0		0	There is a significant crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	Agree	Strongly agree		Monthly	Weekly	Weekly	No					No					Yes		Within the last 2 years	"No, the quality of my research has not improved"	These changes have had a negative impact on my lab		I am unsure		Yes		Neither agree nor disagree	Neither agree nor disagree	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Rarely contributes	Sometimes contributes	Very often contributes	Never contributes	Sometimes contributes	Sometimes contributes	Very often contributes		Likely	Likely	Not very likely	Not at all likely	Very likely	Very likely	Not very likely	Not at all likely	Not at all likely	Not at all likely	Likely		Yes	Yes	No	No	No	Yes	No		6-10 members	45 - 54	Research Scientist		Other	Neuro/Psych																	North America (including Central America and the Caribbean)					United States				
6822	6822	22/10/2015	22/10/2015	complete	Yes	1	0	0	0	Very familiar	"Being able to re-obtain the results of a paper, starting with the same data and using the same protocols and analyses. Different from replicability, which implies a repetition of the study with different data."	1	1	0	1	1	Twitter	0	There is a significant crisis of reproducibility	Not enough	40%	"...about the same as for other scientific fields on average"""	Strongly agree	Strongly agree		Daily	Weekly	Monthly	No					Yes	Agree	Agree	Strongly agree	"All papers should include data and code, with limited exceptions."	Yes	All data management and analysis steps are scripted and reproducible 	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a negative impact on my lab	Adopting reproducible workflows has taken so much efforts. Productivity has decreased. But I think final products are of much higher quality	I am unsure		Yes	Hard to understand best options available. Hard to implement too	Disagree	Disagree	Rarely contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	I don't know	Very often contributes	Very often contributes	Sometimes contributes	I don't know	Sometimes contributes	Rarely contributes		Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Very likely		I can't remember	Yes	No	Yes	No	No	No		6-10 members	35 - 44	Post-doctoral Fellow		Earth and Environmental Science								Ecology										Europe				Spain					
6823	6823	22/10/2015	22/10/2015	complete	Yes	1	0	0	0	Very familiar	"the ability to redo an experiment based on the description of the methods and materials, and get a result that does not contradict the original findings"	0	0	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Disagree	Agree	"I think in many fields reproducibility is an issue, especially in dealing with issues such as climate change effects and other global trends"	Weekly	Monthly	Weekly	No					No					Yes	"independent validation - especially for tests that may have subjective potential, such as thermal maximum endpoint analysis in fish"	Within the last 2 years	"No, the quality of my research has not improved"	These changes have had a positive impact on my lab	Students are more confident in their results - lack of confidence in results is a typical characteristic in junior student researchers	Yes	SOPs that describe the way we are attacking the question of reproducibility should be written and included for access by the public/research community	No		Strongly disagree	Disagree	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Rarely contributes	Very often contributes	Rarely contributes		Likely	Likely	Not very likely	Likely	Not very likely	Very likely	Likely	Not at all likely	Not at all likely	Likely	Not very likely		No	No	No	No	No	No	No		1-5 members	35 - 44	Professor		Biology				Physiology														North America (including Central America and the Caribbean)					Canada				
6828	6828	22/10/2015	22/10/2015	complete	Yes	0	1	0	0	Very familiar		1	1	0	1	0		0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	Strongly agree	Agree		Weekly	Weekly	Weekly	No					Yes	Agree	Agree	Strongly agree		Yes	ask another group to do the experiment in a similar model	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes		Yes	cost/expense	Agree	Agree	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Rarely contributes	Very often contributes	Rarely contributes		Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Likely		Yes	Yes	No	No	No	No	No		6-10 members	25 - 34	Post-doctoral Fellow		Biology				Neuroscience														North America (including Central America and the Caribbean)					United States				
6829	6829	22/10/2015	22/10/2015	complete	Yes	0	0	1	0	Very familiar		0	0	0	1	0		0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	Agree	Agree		Never	Never	Never	Not applicable					No					No								No		Strongly disagree	Agree	Rarely contributes	Always contributes	Very often contributes	Rarely contributes	Very often contributes	Very often contributes	Very often contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Rarely contributes		Likely	Very likely	Likely	Likely	Very likely	Very likely	Very likely	Likely	Likely	Not at all likely	Very likely		No	Yes	No	No	No	No	No		1-5 members	18 - 24	Student		Other	Psychology																	Australasia		Australia							
6832	6832	22/10/2015	23/10/2015	complete	Yes	0	1	0	0	Very familiar	"That when an experiment is performed under the same conditions, the output should be the same or follow the same trend. Also that other groups can repeat the ""reproducible"" experiment and reach by themselves to the same conclusions."	1	1	0	1	0		0	There is a significant crisis of reproducibility	Not enough	60%	"...about the same as for other scientific fields on average"""	Neither agree nor disagree	Agree	"I believe that in order to publish more articles for obtaining fundings, a large amount of research groups push their students to focus on the quantity above the quality. Thus, the students and professors overlook the reproducibility of the experiments in all the areas."	Daily	Weekly	Monthly	Yes	Neither agree nor disagree	Agree	Agree		Yes	Agree	Agree	Agree		Yes	"I established a weekly/monthly test on different setups of my experimental samples. Gathered the results, checked if the results were comparable to each other and finally validated the data with a theoretical model"	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have not affected my lab	The changes were only taken by me. Everyone else preferred their own way.	Yes		Yes	Mediocre professors Mediocre students	Agree	Disagree	Always contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Rarely contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Never contributes		Very likely	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely		I can't remember	Yes	Yes	No	No	No	I can't remember		6-10 members	25 - 34	PhD Student		Chemistry						Nanotechnology												Europe				Belgium					
6836	6836	23/10/2015	23/10/2015	complete	Yes	1	0	0	0	Very familiar	REPRODUCIBILITY IS THE FACT OF THE DO SOMETHING AGAIN IN ACCORDANCE OF THE PREVIOUSLY REPORTED TECHNIQUE	0	0	1	0	0		0	There is a significant crisis of reproducibility	Too much	50%	"...worse than for other scientific fields on average."""	Strongly agree	Strongly agree	BECAUSE OF MY OWN EXPERIENCE IT HAS BEEN VERY DIFFICULT TO REPRODUCE RESULTS PREVIOUSLY REPORTED	Daily	Daily	Daily	No					Not applicable					Yes	TO DO THE SAME EXPERIMENT WITH AT LEAST 3 DIFFERENT BIOLOGICAL SAMPLES  OTHER PARTNER MUST DO THE SAME EXPERIMENT	Within the last 5 years	I don't know	These changes have had a positive impact on my lab	IT INDUCES TO OUR COLEAGUES TO BE MORE CONSCIENTS OF OUR PROCEDURE AND INTERPRETATION OF RESULTS	I am unsure	THE SAME ASSAY OF TECHNIQUE MUST BE REPEATED BY OTHER COLLEAGUES THAT WORK IN OTHER LAB	I don't know		Agree	Neither agree nor disagree	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Never contributes	THE VARIABILITY OF THE BIOLOGICAL SAMPLE	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely		Yes	Yes	I can't remember	I can't remember	I can't remember	No	No		11-25 members	45 - 54	Technician/Research Assistant		Biology				Chemical Biology														North America (including Central America and the Caribbean)					Mexico				
6839	6839	23/10/2015	23/10/2015	complete	Yes	0	1	0	0	Very familiar		0	1	0	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Agree	Agree		Monthly	Never	Monthly	Yes	Agree	Strongly agree	Agree		Yes	Strongly agree	Agree	Agree		Yes		Within the last year	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes		No		Strongly agree	Disagree	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Rarely contributes		Likely	Likely	Very likely	Not very likely	Likely	Very likely	Very likely	Very likely	Very likely	Not very likely	Very likely		Yes	No	Yes	No	Yes	No	I can't remember		1-5 members	55 - 64	Professor		Chemistry						Physical Chemistry												North America (including Central America and the Caribbean)					United States Virgin Islands				
6849	6849	23/10/2015	23/10/2015	complete	Yes	0	1	0	0	Fairly familiar	Other scientists being able to independently find similar results using the methods employed by the first scientist 	0	1	0	0	0		0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Disagree	Agree	I deal with clinical medicine and endocrinology where reproducibility is not a major issue   	Quarterly	Never	Quarterly	No					No					No								No		Neither agree nor disagree	Disagree	Very often contributes	Very often contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	I don't know	Very often contributes	I don't know	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	None 	Likely	Likely	Not very likely	Likely	Very likely	Likely	Likely	Likely	Very likely	Not very likely	Likely	None 	No	No	No	No	No	No	No		1-5 members	55 - 64	Medical Professional/Doctor		Medicine														Endocrinology				Asia (including Middle East)	India								
6853	6853	23/10/2015	23/10/2015	complete	Yes	0	0	0	1	Somewhat familiar	"It means a phenomenon that scientists find in nature(our life),and scientists find the cause,so they can reproduce in the lab."	0	0	0	1	0		0	There is a significant crisis of reproducibility	A reasonable amount	40%	"...worse than for other scientific fields on average."""	Agree	Agree	"I am study in medicine, in the reaserch of animals,there are many factors influence my reaserch,though I do my best to cut the irrelevant factors,the result is hard to reproduce."	Weekly	Weekly	Weekly	Yes	Agree	Agree	Agree	"they can save my time,and support my work,it's agood way."	Yes	Agree	Agree	Agree	"Journal publishers is a professional reserch team,they have enough knowledge to support."	Yes	"It just a sample check,we both have too much work to do,just have limited effort"	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	"it can save my time and effort, we have some special guys to do it, is convenient."	Yes	To cut the time down.	Yes	"people in my team is not enough, we both have our own reaserch to  do,we help a professional angency."	Disagree	Neither agree nor disagree	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	careless	Very likely	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Likely	the learning ability and attitude.	Yes	Yes	Yes	Yes	Yes	Yes	Yes	medical reaserch	6-10 members	25 - 34	Technician/Research Assistant		Biology				Drug Discovery														Asia (including Middle East)	China								
6854	6854	23/10/2015	23/10/2015	complete	Yes	0	0	1	0	Very familiar	Ability to perform an experiment using the same methodology that was used to produce a certain result.	0	0	0	0	0		1	I don't know	I am unsure	20%	"...worse than for other scientific fields on average."""	Neither agree nor disagree	Neither agree nor disagree	"I'm not convinced that there is a crisis, or major problem.  Reproducibility is the cornerstone of the scientific method--it defines science and helps to separate fact from coincidence. "	Daily	Monthly	Monthly	No					No					Yes	"Careful notation, documentation and observations of procedure and results.  Peer review.   Repetition. "	The procedures have been in place since I started working in my lab	I don't know	These changes have not affected my lab	It is sometimes more difficult to draw conclusive results.	Yes	Eliminate variables.	Yes	"Time, money, and pressure to deliver results before conclusions are available. "	Neither agree nor disagree	Disagree	Rarely contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	I don't know	Rarely contributes	Sometimes contributes	Rarely contributes	Natural variation can make reproducibility difficult.	Very likely	Likely	Likely	Likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Likely		Yes	Yes	No	No	No	No	Yes	"Provided clarification, discussed errors, and retested and rewrote the procedures. "	1-5 members	35 - 44	Staff Scientist		Earth and Environmental Science								Environmental sciences										North America (including Central America and the Caribbean)					United States				
6865	6865	23/10/2015	23/10/2015	complete	Yes	0	1	0	0	Fairly familiar		0	1	0	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Neither agree nor disagree	Neither agree nor disagree		Weekly	Monthly	Never	Not applicable					Yes	Agree	Agree	Neither agree nor disagree		No								No		Disagree	Agree	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Rarely contributes	Rarely contributes		Very likely	Likely	Very likely	Very likely	Likely	Likely	Likely	Very likely	Very likely	Not very likely	Likely		No	No	No	No	No	No	No		1-5 members	18 - 24	PhD Student		Materials Science												Composites						Asia (including Middle East)	India								
6869	6869	23/10/2015	23/10/2015	complete	Yes	0	1	0	0	Very familiar		0	0	1	1	0		0	There is a slight crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	Neither agree nor disagree	Neither agree nor disagree	The issue of reproducibility is I think inextricably tied to the journal in which work appears. Some journals that prioritise 'novelty and controversiality' inherently increase risk of non-reproducibility.	Weekly	Weekly	Weekly	No					Yes	Neither agree nor disagree	Neither agree nor disagree	Agree		No								Yes	If reproducibility means reproducing results/findings in different systems - then the issue of natural biological diversity and environmental modulators may yield different results that are not indications of scientific error. If the idea is to reproduce findings under different conditions - this is a standard practice within a study (eg in a single publication). 	Agree	Disagree	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Always contributes	Very often contributes	Sometimes contributes	Rarely contributes	Rarely contributes	I don't know	Rarely contributes	Very often contributes	Rarely contributes		Very likely	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	I don't know		No	Yes	No	Yes	No	Yes	No		11-25 members	45 - 54	Laboratory Director/Head		Biology				Microbiology														Europe				Switzerland					
6874	6874	23/10/2015	23/10/2015	complete	Yes	0	1	0	0	Very familiar	for me reproducibility means that my results must be statistically confident and confirmed by other researchers 	0	1	0	1	0		0	There is a slight crisis of reproducibility	Not enough	70%	I am unsure	Agree	Neither agree nor disagree		Weekly	Monthly	Never	No					Yes	Agree	Agree	Agree		Yes		The procedures have been in place since I started working in my lab	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes		No		Neither agree nor disagree	Neither agree nor disagree	Sometimes contributes	Always contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Rarely contributes	Sometimes contributes	Never contributes		Not very likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Not very likely	Likely	Likely		No	I can't remember	Yes	I can't remember	I can't remember	No	No		1-5 members	55 - 64	Laboratory Director/Head		Biology				Cell Biology														Europe				Italy					
6878	6878	23/10/2015	23/10/2015	complete	Yes	0	1	0	0	Fairly familiar	"Information that may be used by a recipient to discuss a related subject, usually on similar research work"	0	0	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Agree	Neither agree nor disagree	Some of my research work takes long and is dependent on environments that may be impossible to reproduce. Am not very familiar with research in other spheres of science	Never	Quarterly	Quarterly	No					Yes	Agree	Agree	Agree		No								No		Disagree	Agree	Sometimes contributes	Very often contributes	Very often contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Never contributes	The type of research being done. Experiments that involve living organisms undergoing specific infections may be difficult to reproduce or encounter again. 	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Very likely	Likely	Likely	Likely	"Type of reesrach eg: chemical, biochemical, biological or physical, clinical or non-clinical"	No	No	No	No	No	No	No		6-10 members	45 - 54	Associate professor/Lecturer		Other	veterinary medicine																	Africa			Kenya						
6881	6881	23/10/2015	23/10/2015	complete	Yes	0	0	1	0	Fairly familiar	"PhD student in cell biology here. To me, reproducibility indicates consistent results across different cell lines, experimental conditions, past literature, and something that makes overall sense given the background of the topic being studied."	1	1	0	1	0		0	There is a slight crisis of reproducibility	Not enough	50%	I am unsure	Agree	Agree	My impression is that the difficulties in reproducing past studies in different fields may primarily be due to insufficient information about experimental procedures that is available in printed articles/supplementary data.	Weekly	Weekly	Monthly	Not applicable					Not applicable					Yes	"Repeat experiments using different conditions and protocols. (Occasionally, experiments may be repeated by different members.) Thorough lab discussions about different methods and results, and how to set up appropriate controls to ensure validity of the data. A lot of troubleshooting. "	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	"Positive: Everyone is now expected to have some minimum standards while designing experiments (anything less is considered irresponsible). Also, everyone now has a much better grasp on what needs to be done to ensure reproducibility.  Negative: Not sure if this actually happens, but perhaps some people may have the urge to fudge/misrepresent data so that it appears consistent. Of course, this is hard to notice everytime."	Yes	"More discussion about how to improve experimental design, and how results are collected and presented. Also, more communication and openness in the lab about everyday things."	Yes	"Erm, personal issues mainly. Certain lab members appear to be reluctant to share details of their methodology when they have seemingly interesting results, these particular results are often hard to reproduce by anyone else."	Disagree	Disagree	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	I don't know	Sometimes contributes	Rarely contributes	Rarely contributes	Very often contributes	Very often contributes	"No, I think you covered most of them!"	Likely	Not very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Likely	"I'm not sure if this was covered in the options, but an emphasis on the importance of reproducibility in research. Specifically, the difference between ""good"" and ""bad"" science, and why good science needs to be practiced rigorously. For example, I want to do science for the sake of science and advancement of knowledge, and not for the sake of publications, career positions, or funding."	Yes	Yes	Yes	Yes	No	No	Yes	Tried to work out in detail why the results could not be reproduced. Usually it turned out to be different or bad conditions on my/their part.	6-10 members	25 - 34	PhD Student		Biology				Cell Biology														Asia (including Middle East)	Japan								
6884	6884	23/10/2015	23/10/2015	complete	Yes	0	0	1	0	Somewhat familiar	Reproducibility refers as reliability as I think. 	0	0	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Disagree	Agree		Quarterly	Quarterly	Quarterly	Not applicable					Not applicable					No								I don't know		Disagree	Disagree	Always contributes	Very often contributes	Never contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Always contributes	Very often contributes	Always contributes	Sometimes contributes	Always contributes	Never contributes	"some time some voncepts or variable are not present or applicble of a population that is concedered as applicable for them, e.g. reseaches in cross-culctural setting."	Very likely	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely		No	No	No	No	No	No	No		None	25 - 34	PhD Student		Other	psychology																	Asia (including Middle East)	India								
